title,imdbid,production_countries
Winter Light,57358,Sweden
The Incredible Journey,57180,Canada
The Incredible Journey,57180,United States of America
A Fistful of Dollars,58461,Germany
A Fistful of Dollars,58461,Spain
A Fistful of Dollars,58461,Italy
Rudolph the Red-Nosed Reindeer,58536,Canada
Rudolph the Red-Nosed Reindeer,58536,Japan
Rudolph the Red-Nosed Reindeer,58536,United States of America
Bedtime Story,57878,United States of America
First Men in the Moon,58100,United Kingdom
The Long Ships,57259,United Kingdom
The Long Ships,57259,Yugoslavia
A Hard Day's Night,58182,United Kingdom
The Gospel According to St. Matthew,58715,Italy
The Gospel According to St. Matthew,58715,France
Fail Safe,58083,United States of America
Goldfinger,58150,United Kingdom
The Last Man on Earth,58700,United States of America
The Last Man on Earth,58700,Italy
The Train,59825,France
The Train,59825,Italy
The Train,59825,United States of America
Carry On Cleo,57918,United Kingdom
Mothra vs. Godzilla,58379,Japan
A Shot in the Dark,58586,United Kingdom
A Shot in the Dark,58586,United States of America
Old Shatterhand,57380,France
Old Shatterhand,57380,Germany
Old Shatterhand,57380,Italy
Old Shatterhand,57380,Yugoslavia
Winnetou: The Red Gentleman,58751,France
Winnetou: The Red Gentleman,58751,Germany
Winnetou: The Red Gentleman,58751,Italy
Winnetou: The Red Gentleman,58751,Yugoslavia
The Ipcress File,59319,United Kingdom
Alphaville,58898,Italy
Alphaville,58898,France
Doctor Zhivago,59113,Italy
Doctor Zhivago,59113,United Kingdom
Doctor Zhivago,59113,United States of America
Frankenstein Conquers the World,59205,Japan
Rampage at Apache Wells,59958,Germany
Rampage at Apache Wells,59958,Yugoslavia
Flaming Frontier,59538,Germany
Flaming Frontier,59538,Yugoslavia
The Battle of Algiers,58946,Italy
The Battle of Algiers,58946,Algeria
"The Good, the Bad and the Ugly",60196,United States of America
"The Good, the Bad and the Ugly",60196,Italy
"The Good, the Bad and the Ugly",60196,Spain
"The Good, the Bad and the Ugly",60196,Germany
Alfie,60086,United Kingdom
A Big Hand for the Little Lady,60165,United States of America
Who's Afraid of Virginia Woolf?,61184,United States of America
Jesse James Meets Frankenstein's Daughter,60558,United States of America
The Fortune Cookie,60424,United States of America
The Sand Pebbles,60934,United States of America
A Man for All Seasons,60665,United Kingdom
Andrei Rublev,60107,Soviet Union
For Love and Gold,60125,Spain
For Love and Gold,60125,France
For Love and Gold,60125,Italy
"Ebirah, Horror of the Deep",60464,Japan
One Million Years B.C.,60782,United Kingdom
Dracula: Prince of Darkness,59127,United Kingdom
Tokyo Drifter,61101,Japan
"Who Are You, Polly Maggoo?",60879,France
El Dorado,61619,United States of America
Thunder at the Border,61198,Germany
Thunder at the Border,61198,Yugoslavia
The Jungle Book,61852,United States of America
Marketa Lazarová,63278,Czechoslovakia
You Only Live Twice,62512,United Kingdom
In the Heat of the Night,61811,United States of America
The Fearless Vampire Killers,61655,United Kingdom
The Fearless Vampire Killers,61655,United States of America
Le Samouraï,62229,France
Le Samouraï,62229,Italy
La Collectionneuse,61495,France
Branded to Kill,61882,Japan
Peppermint Frappe,62113,Spain
Accident,61328,United Kingdom
Planet of the Apes,63442,United States of America
Once Upon a Time in the West,64116,Italy
Once Upon a Time in the West,64116,United States of America
if....,63850,United Kingdom
Hour of the Wolf,63759,Sweden
Bullitt,62765,United States of America
Support Your Local Sheriff!,65051,United States of America
My Side of the Mountain,64708,United States of America
Butch Cassidy and the Sundance Kid,64115,United States of America
Easy Rider,64276,United States of America
The Computer Wore Tennis Shoes,65566,United States of America
The Italian Job,64505,United Kingdom
Kes,64541,United Kingdom
Alice's Restaurant,64002,United States of America
Midnight Cowboy,64665,United States of America
"They Shoot Horses, Don't They?",65088,United States of America
Take the Money and Run,65063,United States of America
Z,65234,Algeria
Z,65234,France
The Passion of Anna,64793,Sweden
Santa Claus Is Comin' to Town,66327,United States of America
The Phantom Tollbooth,64806,United States of America
Deep End,66122,United Kingdom
Deep End,66122,Germany
Love Story,66011,United States of America
Scars of Dracula,67713,United Kingdom
The Music Lovers,66109,United Kingdom
Count Dracula,65569,Germany
Count Dracula,65569,Italy
Count Dracula,65569,Liechtenstein
Count Dracula,65569,Spain
Little Big Man,65988,United States of America
Tora! Tora! Tora!,66473,Japan
Tora! Tora! Tora!,66473,United States of America
The Things of Life,64165,Switzerland
The Things of Life,64165,France
The Things of Life,64165,Italy
Rio Lobo,66301,United States of America
Patton,66206,United States of America
The Butcher,64106,France
The Butcher,64106,Italy
A Clockwork Orange,66921,United Kingdom
A Clockwork Orange,66921,United States of America
The Million Dollar Duck,66728,United States of America
Here Comes Peter Cottontail,249577,United States of America
And Now for Something Completely Different,66765,United Kingdom
Straw Dogs,67800,United Kingdom
Straw Dogs,67800,United States of America
Shaft,67741,United States of America
Escape from the Planet of the Apes,67065,United States of America
Sweet Sweetback's Baadasssss Song,67810,United States of America
The French Connection,67116,United States of America
Bananas,66808,United States of America
Diamonds Are Forever,66995,United Kingdom
Diamonds Are Forever,66995,United States of America
The Working Class Goes to Heaven,66919,Italy
Wake in Fright,67541,Australia
Wake in Fright,67541,United Kingdom
Wake in Fright,67541,United States of America
Get Carter,67128,United Kingdom
10 Rillington Place,66730,United Kingdom
Macbeth,67372,United Kingdom
Macbeth,67372,United States of America
Werewolves on Wheels,67972,United States of America
Johnny Got His Gun,67277,United States of America
Solaris,69293,Soviet Union
Deliverance,68473,United States of America
Jeremiah Johnson,68762,United States of America
1776,68156,United States of America
The Poseidon Adventure,69113,United States of America
Slap the Monster on Page One,70641,France
Slap the Monster on Page One,70641,Italy
Godzilla vs. Gigan,68371,Japan
The Sting,70735,United States of America
Sleeper,70707,United States of America
Serpico,70666,Italy
Serpico,70666,United States of America
Soylent Green,70723,United States of America
The Holy Mountain,71615,Mexico
High Plains Drifter,68699,United States of America
Mean Streets,70379,United States of America
Live and Let Die,70328,United Kingdom
The Satanic Rites of Dracula,70634,United Kingdom
Pat Garrett & Billy the Kid,70518,United States of America
Enter the Dragon,70034,United States of America
Enter the Dragon,70034,Hong Kong
Blazing Saddles,71230,United States of America
The Groove Tube,71583,United States of America
The Texas Chain Saw Massacre,72271,United States of America
The Conversation,71360,United States of America
The Towering Inferno,72308,United States of America
Edvard Munch,74462,Norway
Edvard Munch,74462,Sweden
The Man with the Golden Gun,71807,United Kingdom
The Man with the Golden Gun,71807,United States of America
Godzilla vs. Mechagodzilla,71565,Japan
The Legend of the 7 Golden Vampires,70297,Hong Kong
The Legend of the 7 Golden Vampires,70297,United Kingdom
Tommy,73812,United Kingdom
Barry Lyndon,72684,United Kingdom
Barry Lyndon,72684,United States of America
Zorro,72448,France
Zorro,72448,Italy
Terror of Mechagodzilla,73373,Japan
Inserts,73172,United Kingdom
Flatfoot in Hong Kong,73541,Hong Kong
Flatfoot in Hong Kong,73541,Italy
The Count of Monte-Cristo,72824,Italy
The Count of Monte-Cristo,72824,United Kingdom
The Man Who Fell to Earth,74851,United Kingdom
Taxi Driver,75314,United States of America
Rocky,75148,United States of America
Silent Movie,75222,United States of America
The Twelve Tasks of Asterix,72901,France
Sebastiane,75177,Italy
Sebastiane,75177,United Kingdom
Marathon Man,74860,United States of America
The Second Tragic Fantozzi,75178,Italy
Silver Streak,75223,United States of America
All the President's Men,74119,United States of America
The Town That Dreaded Sundown,75342,United States of America
The Tenant,74811,France
The Fifth Seal,75467,Hungary
Two-Minute Warning,75359,United States of America
Keoma,74740,Italy
Star Wars,76759,United States of America
Saturday Night Fever,76666,United States of America
Soldier of Orange,76734,Belgium
Soldier of Orange,76734,Netherlands
A Bridge Too Far,75784,United Kingdom
A Bridge Too Far,75784,United States of America
ABBA: The Movie,75617,Australia
ABBA: The Movie,75617,Sweden
Close Encounters of the Third Kind,75860,United States of America
The Man Who Loved Women,76155,France
High Anxiety,76141,United States of America
The Spy Who Loved Me,76752,United Kingdom
The Spy Who Loved Me,76752,United States of America
Martin,77914,United States of America
The Kentucky Fried Movie,76257,United States of America
Orca,76504,United States of America
The Duellists,75968,United Kingdom
The Star Wars Holiday Special,193524,United States of America
Superman,78346,United Kingdom
Superman,78346,United States of America
Watership Down,78480,United Kingdom
The Deer Hunter,77416,United Kingdom
The Deer Hunter,77416,United States of America
Magic,77889,United States of America
The Boys from Brazil,77269,United Kingdom
The Boys from Brazil,77269,United States of America
The Lord of the Rings,77869,Spain
The Lord of the Rings,77869,United Kingdom
The Lord of the Rings,77869,United States of America
The Brink's Job,77275,United States of America
Manhattan,79522,United States of America
The Warriors,80120,United States of America
The Frisco Kid,79180,United States of America
Star Trek: The Motion Picture,79945,United States of America
The Jerk,79367,United States of America
Moonraker,79574,France
Moonraker,79574,United Kingdom
Moonraker,79574,United States of America
Stalker,79944,Soviet Union
Quadrophenia,79766,United Kingdom
Rocky II,79817,United States of America
Phantasm,79714,United States of America
